StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,party_id,lean_party,d_prim_vote,d_free_resp,r_prim_vote,r_free_resp,d_loss,d_win,control,r_loss,r_win,therms_1,therms_2,therms_3,satisfied_democracy,trust_gov,r_gen_vote_loss,r_gen_vote_win_con,d_gen_vote_loss,d_gen_vote_win_con,debrief,comments,DeviceIdentifier,group,abortion_a,abortion_b,r_clim_a,r_clim_b,green_deal_a,marital_status_a,marital_status_b,green_deal_b,mar_legalize_a,mar_legalize_b,r_police_a,r_police_b,d_police_a,d_police_b,jobs_a,jobs_b,d_names_a,d_names_b,r_names_b,r_names_a,d_tax_b,r_tax_a,r_tax_b,d_tax_a,party_id
2021-08-20 11:40:40,2021-08-20 11:50:33,IP Address,74.133.4.198,100,593,True,2021-08-20 11:50:34,R_3FPZzsx4QZp4q47,,,,,40.1833953857421875,-83.0912017822265625,anonymous,EN,Democrat,,${e://Field/d_names_b},Ollie nelson invest more money in policy department to provide additional training,,,I understand. My candidate lost their primary.,,,,,75,67,65,Neither Satisfied nor Dissatisfied,A moderate amount,,,Neither likely nor unlikely,,I understand that this survey may not accurately represent candidates' positions or traits.,none,,treatment_loss,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Doctor,Lawyer,Monika Johnson-Hostler,Ollie Nelson,Randy Henderson,Robert T. Schilling,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 11:47:56,2021-08-20 11:50:34,IP Address,216.126.225.111,100,158,True,2021-08-20 11:50:34,R_3PCfyGpUPTUzzR9,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,Republican,,,,${e://Field/r_names_b},This candidate paid proper taxes to the government.,,,Okay,,,54,75,41,Very Satisfied,A moderate amount,,Neither likely nor unlikely,,,I understand that this survey may not accurately represent candidates' positions or traits.,None,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,High School Teacher,High School Teacher,Nabilah Islam,Julio Pabon,Lisa Babbage,Rich McCormick,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Republican
2021-08-20 11:39:48,2021-08-20 11:50:35,IP Address,172.82.128.224,100,647,True,2021-08-20 11:50:36,R_10MdA3ZadLE90RI,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Republican,,,,${e://Field/r_names_a},I prefer Tim Borchardt as a candidate because He follow the rules to cut the tax.,,,,I understand. My candidate lost their primary.,,50,84,66,Somewhat Satisfied,A lot,Somewhat likely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,No comments,,treatment_loss,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Small Business Owner,Tomas Ramos,Julio Pabon,Steven Everly,Tim Borchardt,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:46:03,2021-08-20 11:50:38,IP Address,98.182.194.98,100,275,True,2021-08-20 11:50:38,R_2ckCAn1V86BuQos,,,,,36.12359619140625,-115.27570343017578125,anonymous,EN,Democrat,,${e://Field/d_names_a},Democrat,,,,I understand. My candidate won their primary.,,,,84,44,57,Neither Satisfied nor Dissatisfied,A moderate amount,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,,,treatment_win,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,High School Teacher,Doctor,David Holden,Zarah Karinshak,Mark Lynne Homrich,Thomas W. Brown Jr.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:41:09,2021-08-20 11:50:44,IP Address,104.247.195.47,100,575,True,2021-08-20 11:50:45,R_vCsnzKCaAPaMc25,,,,,34.0493927001953125,-118.2660980224609375,anonymous,EN,Independent,Republican,,,${e://Field/r_names_a},BECAUSE HE HAS PERFORM A VITAL FUNCTIONS IN SOCIETY.HE HAS A GOOD NAMED IN THE SOCIETY,,,,I understand. My candidate lost their primary.,,75,91,75,Somewhat Satisfied,A lot,Neither likely nor unlikely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,NO COMMENTS,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Doctor,Small Business Owner,John Eaves,Zarah Karinshak,Randy Henderson,Christy McLaughlin,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:47:23,2021-08-20 11:50:51,IP Address,75.131.74.115,100,207,True,2021-08-20 11:50:51,R_3IZ5YPlmhxc4XpX,,,,,42.264892578125,-72.668701171875,anonymous,EN,Republican,,,,${e://Field/r_names_b},my candidate is very good person,,,,,I understand. My candidate won their primary.,74,89,81,Somewhat Satisfied,A lot,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,none,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Small Business Owner,High School Teacher,Ruben Diaz,Joseph Kane Baker,Troy King,Christy McLaughlin,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:47:52,2021-08-20 11:50:53,IP Address,66.171.35.192,100,180,True,2021-08-20 11:50:53,R_2bZCVtxjANhfUaR,,,,,39.9542999267578125,-75.16570281982421875,anonymous,EN,Republican,,,,${e://Field/r_names_b},"Climate change is a problem, but should be",,,,I understand. My candidate lost their primary.,,60,70,80,Somewhat Satisfied,A lot,Somewhat likely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,good,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Doctor,Small Business Owner,Ritchie Torres,Michael Blake,Orlando Molina,Daniel Kowal,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:42:25,2021-08-20 11:51:13,IP Address,47.151.56.89,100,528,True,2021-08-20 11:51:14,R_1EbqT0nOWvXRnzc,,,,,33.94219970703125,-118.034698486328125,anonymous,EN,Independent,Republican,,,${e://Field/r_names_a},GOOD,,,,,I understand. My candidate won their primary.,64,65,83,Very Satisfied,A great deal,,Somewhat likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,GOOD,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Entrepeneur,Entrepeneur,Marlene Tapper,Cindy Banyai,Randy Henderson,Tim Borchardt,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:47:52,2021-08-20 11:51:42,IP Address,73.0.49.32,100,229,True,2021-08-20 11:51:42,R_1PZcq3MjLgAy2ap,,,,,27.1605072021484375,-80.29250335693359375,anonymous,EN,Democrat,,${e://Field/d_names_b},There is hope that he will understand the needs of the people and rule in the right way.,,,,,Okay,,,90,80,80,Somewhat Satisfied,A lot,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,None.,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Lawyer,Veronica Tessler,Brenda Lopez Romero,Thomas Kedley,Daniel Kowal,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:42:00,2021-08-20 11:51:44,IP Address,208.221.35.58,100,583,True,2021-08-20 11:51:44,R_25ENCC1zXmb7F8m,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Democrat,,${e://Field/d_names_b},He is more concerned other's well being.,,,,I understand. My candidate won their primary.,,,,100,52,87,Somewhat Satisfied,A lot,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Doctor,High School Teacher,Carolyn Bourdeax,Zarah Karinshak,Daren Dione Aquino,Christy McLaughlin,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:50:14,2021-08-20 11:51:45,IP Address,184.57.164.219,100,91,True,2021-08-20 11:51:46,R_3HLeBudfbfHUdLn,,,,,39.6822967529296875,-84.15940093994140625,anonymous,EN,Democrat,,${e://Field/d_names_b},"The candidates are pretty similar, but on the green new deal, she goes further in my direction.",,,I understand. My candidate lost their primary.,,,,,67,10,51,Neither Satisfied nor Dissatisfied,A moderate amount,,,Extremely likely,,I understand that this survey may not accurately represent candidates' positions or traits.,,,treatment_loss,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Community Organizer,Entrepeneur,Tomas Ramos,Cindy Banyai,Terri Hasdorff,Zachary Kennemore,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:43:57,2021-08-20 11:52:13,IP Address,50.231.89.177,100,495,True,2021-08-20 11:52:13,R_2wuiGFBZ1dQoaMy,,,,,41.434906005859375,-88.21829986572265625,anonymous,EN,Democrat,,${e://Field/d_names_b},GOOD,,,,I understand. My candidate won their primary.,,,,78,94,85,Very Satisfied,A great deal,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,GOOD,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,High School Teacher,Doctor,David Holden,Joseph Kane Baker,Ricky Lee Phillips,William Figlesthaler,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:47:43,2021-08-20 11:52:20,IP Address,23.119.201.59,100,277,True,2021-08-20 11:52:21,R_zetPlH8Fufc8TVD,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,Republican,,,,${e://Field/r_names_b},I agree with the Askar view on the climate.,,,Okay,,,6,66,74,Somewhat Satisfied,A little,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,Thank you,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Lawyer,Community Organizer,Rita Hart,Zarah Karinshak,Casey Askar,Mariannette Miller-Meeks,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:47:42,2021-08-20 11:52:24,IP Address,72.18.157.170,100,281,True,2021-08-20 11:52:24,R_3NPRLvPaBhLSeGw,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,Republican,,,,${e://Field/r_names_a},Good,,,Okay,,,80,90,83,Very Satisfied,A lot,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,Nothing,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Community Organizer,Small Business Owner,Nathan Mathis,Julio Pabon,Orlando Molina,Mark Gonsalves,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Republican
